,,,,,,,,,,,,,,,,,Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.utils.StreamUtilsTest.shouldCorrectlyDecodeAStream(),0,6,0,6,4,4,0,3,1,0,4,5,4,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.utils.StreamUtilsTest.shouldFailForNullParameter(),0,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.core.utils.StreamUtilsTest.shouldFailWithBrokenStream(),1,5,0,4,1,2,1,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.25
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClient.AhcHttpClient(),1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClient.AhcHttpClient(AhcHttpClientConfig),3,4,0,4,2,2,0,3,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClient.AhcHttpClient(AsyncHttpClient),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClient.ByteArrayConsumer.ByteArrayConsumer(byte[]),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcHttpClient.ByteArrayConsumer.accept(BoundRequestBuilder),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClient.FileConsumer.FileConsumer(File),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcHttpClient.FileConsumer.accept(BoundRequestBuilder),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClient.StringConsumer.StringConsumer(String),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcHttpClient.StringConsumer.accept(BoundRequestBuilder),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcHttpClient.close(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Generic Method,"com.github.scribejava.httpclient.ahc.AhcHttpClient.doExecuteAsync(String,Map<String,String>,Verb,String,Consumer<BoundRequestBuilder>,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",18,38,4,34,4,24,0,15,60,2,15,22,3,19,9,6,9,1,10,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.ahc.AhcHttpClient.executeAsync(String,Map<String,String>,Verb,String,File,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,2,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.ahc.AhcHttpClient.executeAsync(String,Map<String,String>,Verb,String,MultipartPayload,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",0,6,1,5,3,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.ahc.AhcHttpClient.executeAsync(String,Map<String,String>,Verb,String,String,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,2,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.ahc.AhcHttpClient.executeAsync(String,Map<String,String>,Verb,String,byte[],OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,2,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.ahc.AhcHttpClientConfig.AhcHttpClientConfig(AsyncHttpClientConfig),3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcHttpClientConfig.createDefaultConfig(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.httpclient.ahc.AhcHttpClientConfig.defaultConfig(),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcHttpClientConfig.getClientConfig(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.httpclient.ahc.AhcHttpClientTest.createNewClient(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.AhcProvider.createClient(HttpClientConfig),1,6,0,6,1,3,0,2,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.httpclient.ahc.OAuthAsyncCompletionHandler.OAuthAsyncCompletionHandler(OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",3,5,0,5,2,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.OAuthAsyncCompletionHandler.onCompleted(org.asynchttpclient.Response),4,21,2,19,6,13,0,11,5,1,8,13,5,8,5,5,5,1,1,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.ahc.OAuthAsyncCompletionHandler.onThrowable(Throwable),3,5,0,5,1,2,0,1,2,0,1,3,1,2,2,2,2,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.apache.ApacheHttpClient.ApacheHttpClient(),1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.apache.ApacheHttpClient.ApacheHttpClient(ApacheHttpClientConfig),3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.apache.ApacheHttpClient.ApacheHttpClient(CloseableHttpAsyncClient),2,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.apache.ApacheHttpClient.ApacheHttpClient(HttpAsyncClientBuilder),2,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpClient.close(),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Generic Method,"com.github.scribejava.httpclient.apache.ApacheHttpClient.doExecuteAsync(String,Map<String,String>,Verb,String,HttpEntity,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",14,24,3,21,6,13,0,15,12,1,9,15,5,10,5,5,5,1,0,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.apache.ApacheHttpClient.executeAsync(String,Map<String,String>,Verb,String,File,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,3,2,0,2,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.apache.ApacheHttpClient.executeAsync(String,Map<String,String>,Verb,String,MultipartPayload,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",0,6,1,5,3,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.apache.ApacheHttpClient.executeAsync(String,Map<String,String>,Verb,String,String,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",8,5,0,5,3,2,0,2,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.apache.ApacheHttpClient.executeAsync(String,Map<String,String>,Verb,String,byte[],OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,3,2,0,2,1,0,2,3,2,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Static Method,com.github.scribejava.httpclient.apache.ApacheHttpClient.getRequestBuilder(Verb),10,22,0,22,1,19,0,9,9,1,9,11,1,10,9,2,9,1,36,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.apache.ApacheHttpClientConfig.ApacheHttpClientConfig(HttpAsyncClientBuilder),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpClientConfig.createDefaultConfig(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.httpclient.apache.ApacheHttpClientConfig.defaultConfig(),3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpClientConfig.getHttpAsyncClientBuilder(),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.httpclient.apache.ApacheHttpClientTest.createNewClient(),0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.httpclient.apache.ApacheHttpFuture.ApacheHttpFuture(Future<HttpResponse>,OAuthAsyncCompletionHandler<T>)",3,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpFuture.cancel(boolean),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpFuture.get(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.httpclient.apache.ApacheHttpFuture.get(long,TimeUnit)",3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpFuture.isCancelled(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheHttpFuture.isDone(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.ApacheProvider.createClient(HttpClientConfig),1,6,0,6,1,3,0,2,2,0,2,4,1,3,2,2,2,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandler.OAuthAsyncCompletionHandler(OAuthAsyncRequestCallback<T>,ResponseConverter<T>)",8,5,0,5,1,3,0,4,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandler.cancelled(),4,10,0,10,1,6,0,3,2,0,3,6,1,5,2,2,2,1,0,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandler.completed(HttpResponse),9,29,3,26,9,19,0,16,6,1,12,18,8,10,7,7,7,1,1,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandler.failed(Exception),4,10,0,10,1,6,0,3,2,0,3,6,1,5,2,2,2,1,0,0,2,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandler.getResult(),9,7,0,7,1,4,0,2,2,0,3,5,1,4,2,2,2,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandler.getResult(long,TimeUnit)",6,10,1,9,1,5,0,2,4,1,3,6,1,5,3,3,3,1,0,0,1,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.AllGoodResponseConverter.convert(Response),1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.ExceptionResponseConverter.convert(Response),1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.OAuthExceptionResponseConverter.convert(Response),1,4,0,4,1,2,0,3,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.TestCallback.getResponse(),6,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.TestCallback.getThrowable(),6,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.TestCallback.onCompleted(String),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.TestCallback.onThrowable(Throwable),1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.setUp(),0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.shouldReleaseLatchOnCancel(),3,19,0,17,4,13,2,12,2,0,11,13,3,10,2,2,2,1,1,0,1,0,0.12
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.shouldReleaseLatchOnFailure(),3,19,0,17,4,13,2,12,2,0,11,13,3,10,2,2,2,1,1,0,1,0,0.12
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.shouldReleaseLatchOnIOException(),3,19,0,17,4,13,2,12,2,0,11,13,3,10,2,2,2,1,1,0,1,0,0.12
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.shouldReleaseLatchOnSuccess(),3,13,0,12,4,9,1,11,1,0,9,10,3,7,1,1,1,1,0,0,0,0,0.08
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.apache.OAuthAsyncCompletionHandlerTest.shouldReportOAuthException(),3,19,0,17,4,13,2,12,2,0,11,13,3,10,2,2,2,1,1,0,1,0,0.12
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.ArmeriaHttpClient(),0,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.ArmeriaHttpClient(ArmeriaHttpClientConfig),4,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.BytesBody.BytesBody(byte[]),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.BytesBody.get(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.FileBody.FileBody(File),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.FileBody.get(),2,9,0,9,1,6,0,4,2,0,2,4,1,3,3,3,3,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.MultipartBody.MultipartBody(MultipartPayload),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.MultipartBody.get(),2,9,0,9,1,6,0,4,2,0,2,4,1,3,3,3,3,1,1,0,1,0,0.00
,,,,,,,,,,,,,,,,,Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.StringBody.StringBody(String),2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.StringBody.get(),1,3,0,3,1,1,0,2,1,0,1,2,1,1,2,2,2,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.close(),2,12,0,9,2,6,3,4,1,0,4,6,2,4,1,1,1,1,0,0,1,0,0.33
,,,,,,,,,,,,,,,,,Private Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.completeExceptionally(OAuthAsyncRequestCallback<T>,Throwable)",4,14,0,6,1,3,8,2,2,0,2,4,1,3,2,2,2,1,0,0,1,0,1.33
,,,,,,,,,,,,,,,,,Private Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.convertResponse(AggregatedHttpResponse),3,15,2,7,4,5,6,9,1,0,5,6,4,2,1,1,1,1,0,0,0,0,0.86
,,,,,,,,,,,,,,,,,Lambda Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.convertResponse.(lambda_expr_1)(,)",2,1,0,1,0,1,0,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.doExecuteAsync(String,Map<String,String>,Verb,String,Supplier<HttpData>,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",13,44,7,32,9,22,7,19,18,1,14,20,7,13,6,6,7,1,2,0,2,0,0.22
,,,,,,,,,,,,,,,,,Lambda Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.doExecuteAsync.(lambda_expr_1)(),3,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Lambda Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.doExecuteAsync.(lambda_expr_2)(),2,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.executeAsync(String,Map<String,String>,Verb,String,File,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,2,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.executeAsync(String,Map<String,String>,Verb,String,MultipartPayload,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,6,0,6,3,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.executeAsync(String,Map<String,String>,Verb,String,String,OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,2,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.executeAsync(String,Map<String,String>,Verb,String,byte[],OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>)",7,5,0,5,2,2,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.getClient(URI),5,40,4,29,5,22,7,13,3,0,14,19,5,14,3,3,3,3,4,2,2,2,0.24
,,,,,,,,,,,,,,,,,Private Static Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.getEndPoint(URI),2,8,0,3,1,1,6,4,1,0,1,2,1,1,1,1,1,1,0,0,0,0,2.00
,,,,,,,,,,,,,,,,,Private Static Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.getHttpMethod(Verb),18,29,0,23,1,20,6,2,9,1,9,11,1,10,9,2,9,1,36,0,1,0,0.26
,,,,,,,,,,,,,,,,,Private Static Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.getServicePath(URI),2,18,0,13,5,9,5,7,4,1,6,9,4,5,3,3,3,1,0,0,1,0,0.38
,,,,,,,,,,,,,,,,,Private Generic Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClient.whenResponseComplete(OAuthAsyncRequestCallback<T>,OAuthRequest.ResponseConverter<T>,AggregatedHttpResponse)",5,24,0,14,5,8,10,5,3,0,5,8,3,5,4,4,4,1,1,0,2,0,0.71
,,,,,,,,,,,,,,,,,Public Constructor,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.ArmeriaHttpClientConfig(ClientOptions,ClientFactory)",5,11,0,5,1,3,6,4,1,0,3,4,1,3,1,1,1,1,0,0,0,0,1.20
,,,,,,,,,,,,,,,,,Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.createClientBuilder(),6,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.createDefaultConfig(),0,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
,,,,,,,,,,,,,,,,,Public Static Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.defaultConfig(),3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1.67
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.setLogging(Function<? super HttpClient,LoggingClient>)",2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.setProtocolPreference(SessionProtocol),4,13,0,6,1,3,7,1,2,0,2,4,1,3,2,2,3,1,0,0,1,0,1.17
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.setRetry(Function<? super HttpClient,RetryingClient>)",1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.withLogging(Function<? super HttpClient,LoggingClient>)",1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.withProtocolPreference(SessionProtocol),1,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Public Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientConfig.withRetry(Function<? super HttpClient,RetryingClient>)",2,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Constructor,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientTest.MockAddressResolver.MockAddressResolver(EventExecutor),2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientTest.MockAddressResolver.doIsResolved(InetSocketAddress),1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientTest.MockAddressResolver.doResolve(InetSocketAddress,Promise<InetSocketAddress>)",2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Protected Method,"com.github.scribejava.httpclient.armeria.ArmeriaHttpClientTest.MockAddressResolver.doResolveAll(InetSocketAddress,Promise<List>)",2,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
,,,,,,,,,,,,,,,,,Private Method,com.github.scribejava.httpclient.armeria.ArmeriaHttpClientTest.MockAddressResolver.resolveToLoopback(InetSocketAddress),3,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,0,0,0,0.00
