Kind,Name,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxEssentialKnots,MaxNesting,MinEssentialKnots,RatioCommentToCode
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testGetAndIncrement(),0,8,1,7,3,5,0,5,1,0,5,6,3,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testGetSet(),0,17,3,14,2,12,0,8,1,0,12,13,2,11,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testHashCode(),0,10,1,9,4,7,0,6,1,0,7,8,4,4,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testIncrement(),0,7,1,6,2,4,0,5,1,0,4,5,2,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testIncrementAndGet(),0,8,1,7,3,5,0,5,1,0,5,6,3,3,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testNanInfinite(),3,10,2,8,2,6,0,4,1,0,6,7,2,5,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testPrimitiveValues(),0,9,0,9,2,7,0,8,1,0,7,8,2,6,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testSetNull(),1,4,0,4,2,2,0,2,1,0,2,3,2,1,1,1,1,1,0,0,0,0,0.00
Lambda Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testSetNull.(lambda_expr_1)(),0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testSubtractValueObject(),0,6,1,5,2,3,0,5,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testSubtractValuePrimitive(),0,6,1,5,2,3,0,4,1,0,3,4,2,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testToDouble(),0,4,0,4,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,0,0,0,0.00
Public Method,org.apache.commons.lang3.mutable.MutableDoubleTest.testToString(),0,5,0,5,1,3,0,3,1,0,3,4,1,3,1,1,1,1,0,0,0,0,0.00
